{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 90, 'tradetime': '06.03.2023 13:30:10'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 14, 'tradetime': '06.03.2023 13:45:45'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:45:46'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:45:50'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 10, 'tradetime': '06.03.2023 13:45:51'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:45:57'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:46:07'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 2, 'tradetime': '06.03.2023 13:46:08'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:46:08'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:46:14'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:46:15'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 50, 'tradetime': '06.03.2023 13:46:19'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 5, 'tradetime': '06.03.2023 13:46:23'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:46:26'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:46:26'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:46:27'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:46:28'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:46:32'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 4, 'tradetime': '06.03.2023 13:46:37'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 44, 'tradetime': '06.03.2023 13:46:40'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:46:44'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 7, 'tradetime': '06.03.2023 13:46:45'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:46:46'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 2, 'tradetime': '06.03.2023 13:46:48'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:46:56'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:47:05'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 3, 'tradetime': '06.03.2023 13:47:08'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:47:09'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:47:10'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 400, 'tradetime': '06.03.2023 13:47:10'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:47:12'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 4, 'tradetime': '06.03.2023 13:47:15'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:47:17'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 7, 'tradetime': '06.03.2023 13:47:19'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 3, 'tradetime': '06.03.2023 13:47:20'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 10, 'tradetime': '06.03.2023 13:47:22'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:47:23'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:47:26'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:47:39'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:47:41'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:47:41'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 5, 'tradetime': '06.03.2023 13:47:42'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 20, 'tradetime': '06.03.2023 13:47:45'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 4, 'tradetime': '06.03.2023 13:47:46'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:47:50'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:47:52'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 50, 'tradetime': '06.03.2023 13:47:57'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:47:58'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 14, 'tradetime': '06.03.2023 13:47:59'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:48:02'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 3, 'tradetime': '06.03.2023 13:48:03'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:48:04'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:48:04'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:48:11'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 3, 'tradetime': '06.03.2023 13:48:14'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 21, 'tradetime': '06.03.2023 13:48:15'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:48:19'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 6, 'tradetime': '06.03.2023 13:48:23'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 1, 'tradetime': '06.03.2023 13:48:30'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:48:34'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:48:35'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:48:37'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 3, 'tradetime': '06.03.2023 13:48:42'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 2, 'tradetime': '06.03.2023 13:48:42'}
{'seccode': 'YNDX', 'price': 1971.4, 'quantity': 20, 'tradetime': '06.03.2023 13:48:45'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 10, 'tradetime': '06.03.2023 13:48:46'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 100, 'tradetime': '06.03.2023 13:48:46'}
{'seccode': 'YNDX', 'price': 1965.4, 'quantity': 3, 'tradetime': '07.03.2023 17:03:25'}
{'seccode': 'YNDX', 'price': 1965.4, 'quantity': 3, 'tradetime': '07.03.2023 17:03:28'}
{'seccode': 'YNDX', 'price': 1965.4, 'quantity': 2, 'tradetime': '07.03.2023 17:03:29'}
{'seccode': 'YNDX', 'price': 1965.2, 'quantity': 1, 'tradetime': '07.03.2023 17:03:31'}
{'seccode': 'YNDX', 'price': 1964.6, 'quantity': 2, 'tradetime': '07.03.2023 17:04:25'}
{'seccode': 'YNDX', 'price': 1964.0, 'quantity': 2, 'tradetime': '07.03.2023 17:04:25'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 5, 'tradetime': '07.03.2023 17:04:35'}
{'seccode': 'YNDX', 'price': 1964.0, 'quantity': 5, 'tradetime': '07.03.2023 17:04:37'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 10, 'tradetime': '07.03.2023 17:05:04'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 20, 'tradetime': '07.03.2023 17:05:12'}
{'seccode': 'YNDX', 'price': 1964.6, 'quantity': 25, 'tradetime': '07.03.2023 17:05:13'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 20, 'tradetime': '07.03.2023 17:05:28'}
{'seccode': 'YNDX', 'price': 1965.4, 'quantity': 2, 'tradetime': '07.03.2023 17:05:46'}
{'seccode': 'YNDX', 'price': 1965.4, 'quantity': 91, 'tradetime': '07.03.2023 17:06:00'}
{'seccode': 'YNDX', 'price': 1964.6, 'quantity': 2, 'tradetime': '07.03.2023 17:06:16'}
{'seccode': 'YNDX', 'price': 1965.4, 'quantity': 14, 'tradetime': '07.03.2023 17:06:36'}
{'seccode': 'YNDX', 'price': 1965.4, 'quantity': 28, 'tradetime': '07.03.2023 17:06:40'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 5, 'tradetime': '07.03.2023 17:07:04'}
{'seccode': 'YNDX', 'price': 1965.4, 'quantity': 1, 'tradetime': '07.03.2023 17:07:06'}
{'seccode': 'YNDX', 'price': 1965.4, 'quantity': 14, 'tradetime': '07.03.2023 17:07:12'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:07:26'}
{'seccode': 'YNDX', 'price': 1965.4, 'quantity': 42, 'tradetime': '07.03.2023 17:07:33'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:08:01'}
{'seccode': 'YNDX', 'price': 1965.2, 'quantity': 6, 'tradetime': '07.03.2023 17:08:14'}
{'seccode': 'YNDX', 'price': 1965.2, 'quantity': 1, 'tradetime': '07.03.2023 17:08:14'}
{'seccode': 'YNDX', 'price': 1965.4, 'quantity': 12, 'tradetime': '07.03.2023 17:08:15'}
{'seccode': 'YNDX', 'price': 1965.2, 'quantity': 2, 'tradetime': '07.03.2023 17:09:03'}
{'seccode': 'YNDX', 'price': 1965.2, 'quantity': 1, 'tradetime': '07.03.2023 17:09:09'}
{'seccode': 'YNDX', 'price': 1965.2, 'quantity': 5, 'tradetime': '07.03.2023 17:09:31'}
{'seccode': 'YNDX', 'price': 1965.2, 'quantity': 1, 'tradetime': '07.03.2023 17:09:45'}
{'seccode': 'YNDX', 'price': 1965.2, 'quantity': 5, 'tradetime': '07.03.2023 17:09:47'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:10:05'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 15, 'tradetime': '07.03.2023 17:10:10'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 25, 'tradetime': '07.03.2023 17:10:25'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 50, 'tradetime': '07.03.2023 17:10:40'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 7, 'tradetime': '07.03.2023 17:10:50'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:11:07'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:11:11'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:11:17'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:11:26'}
{'seccode': 'YNDX', 'price': 1964.6, 'quantity': 5, 'tradetime': '07.03.2023 17:11:29'}
{'seccode': 'YNDX', 'price': 1964.6, 'quantity': 6, 'tradetime': '07.03.2023 17:11:42'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1457, 'tradetime': '07.03.2023 17:11:51'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:12:06'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 18, 'tradetime': '07.03.2023 17:12:08'}
{'seccode': 'YNDX', 'price': 1965.4, 'quantity': 9, 'tradetime': '07.03.2023 17:12:13'}
{'seccode': 'YNDX', 'price': 1965.4, 'quantity': 1, 'tradetime': '07.03.2023 17:12:30'}
{'seccode': 'YNDX', 'price': 1965.4, 'quantity': 2, 'tradetime': '07.03.2023 17:12:33'}
{'seccode': 'YNDX', 'price': 1965.4, 'quantity': 6, 'tradetime': '07.03.2023 17:12:50'}
{'seccode': 'YNDX', 'price': 1965.4, 'quantity': 196, 'tradetime': '07.03.2023 17:13:03'}
{'seccode': 'YNDX', 'price': 1966.0, 'quantity': 1, 'tradetime': '07.03.2023 17:13:06'}
{'seccode': 'YNDX', 'price': 1965.6, 'quantity': 1, 'tradetime': '07.03.2023 17:13:10'}
{'seccode': 'YNDX', 'price': 1966.0, 'quantity': 1, 'tradetime': '07.03.2023 17:13:23'}
{'seccode': 'YNDX', 'price': 1966.0, 'quantity': 5, 'tradetime': '07.03.2023 17:13:56'}
{'seccode': 'YNDX', 'price': 1966.0, 'quantity': 1, 'tradetime': '07.03.2023 17:14:27'}
{'seccode': 'YNDX', 'price': 1966.0, 'quantity': 1, 'tradetime': '07.03.2023 17:14:27'}
{'seccode': 'YNDX', 'price': 1965.8, 'quantity': 1, 'tradetime': '07.03.2023 17:14:28'}
{'seccode': 'YNDX', 'price': 1965.8, 'quantity': 2, 'tradetime': '07.03.2023 17:14:37'}
{'seccode': 'YNDX', 'price': 1966.0, 'quantity': 1, 'tradetime': '07.03.2023 17:14:42'}
{'seccode': 'YNDX', 'price': 1965.8, 'quantity': 5, 'tradetime': '07.03.2023 17:15:41'}
{'seccode': 'YNDX', 'price': 1966.0, 'quantity': 2, 'tradetime': '07.03.2023 17:15:52'}
{'seccode': 'YNDX', 'price': 1966.0, 'quantity': 9, 'tradetime': '07.03.2023 17:16:00'}
{'seccode': 'YNDX', 'price': 1965.8, 'quantity': 1, 'tradetime': '07.03.2023 17:16:35'}
{'seccode': 'YNDX', 'price': 1965.6, 'quantity': 8, 'tradetime': '07.03.2023 17:16:36'}
{'seccode': 'YNDX', 'price': 1965.8, 'quantity': 1, 'tradetime': '07.03.2023 17:16:53'}
{'seccode': 'YNDX', 'price': 1965.8, 'quantity': 1, 'tradetime': '07.03.2023 17:17:12'}
{'seccode': 'YNDX', 'price': 1965.6, 'quantity': 3, 'tradetime': '07.03.2023 17:17:29'}
{'seccode': 'YNDX', 'price': 1965.2, 'quantity': 25, 'tradetime': '07.03.2023 17:17:55'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 30, 'tradetime': '07.03.2023 17:17:55'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:17:56'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:18:00'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:18:14'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 5, 'tradetime': '07.03.2023 17:18:18'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 3, 'tradetime': '07.03.2023 17:18:21'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 13, 'tradetime': '07.03.2023 17:18:24'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 5, 'tradetime': '07.03.2023 17:18:37'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:18:44'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 3, 'tradetime': '07.03.2023 17:18:46'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:19:04'}
{'seccode': 'YNDX', 'price': 1964.2, 'quantity': 1, 'tradetime': '07.03.2023 17:19:27'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 9, 'tradetime': '07.03.2023 17:19:43'}
{'seccode': 'YNDX', 'price': 1964.2, 'quantity': 7, 'tradetime': '07.03.2023 17:20:04'}
{'seccode': 'YNDX', 'price': 1964.2, 'quantity': 1, 'tradetime': '07.03.2023 17:20:04'}
{'seccode': 'YNDX', 'price': 1964.2, 'quantity': 3, 'tradetime': '07.03.2023 17:20:06'}
{'seccode': 'YNDX', 'price': 1964.2, 'quantity': 2, 'tradetime': '07.03.2023 17:20:08'}
{'seccode': 'YNDX', 'price': 1964.2, 'quantity': 1, 'tradetime': '07.03.2023 17:20:10'}
{'seccode': 'YNDX', 'price': 1964.2, 'quantity': 20, 'tradetime': '07.03.2023 17:20:16'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 3, 'tradetime': '07.03.2023 17:20:28'}
{'seccode': 'YNDX', 'price': 1964.6, 'quantity': 1, 'tradetime': '07.03.2023 17:20:38'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 7, 'tradetime': '07.03.2023 17:21:10'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 8, 'tradetime': '07.03.2023 17:21:17'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 1, 'tradetime': '07.03.2023 17:21:18'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:21:31'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 2, 'tradetime': '07.03.2023 17:21:44'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 10, 'tradetime': '07.03.2023 17:21:49'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 59, 'tradetime': '07.03.2023 17:21:59'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 2, 'tradetime': '07.03.2023 17:22:09'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 3, 'tradetime': '07.03.2023 17:22:21'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:22:21'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 17, 'tradetime': '07.03.2023 17:22:22'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 1, 'tradetime': '07.03.2023 17:22:31'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 4, 'tradetime': '07.03.2023 17:22:31'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 2, 'tradetime': '07.03.2023 17:22:36'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 15, 'tradetime': '07.03.2023 17:22:39'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:22:42'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:22:43'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:23:04'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:23:06'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 3, 'tradetime': '07.03.2023 17:23:24'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:23:30'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:23:34'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 14, 'tradetime': '07.03.2023 17:23:43'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 12, 'tradetime': '07.03.2023 17:23:56'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 5, 'tradetime': '07.03.2023 17:24:03'}
{'seccode': 'YNDX', 'price': 1964.2, 'quantity': 1, 'tradetime': '07.03.2023 17:24:15'}
{'seccode': 'YNDX', 'price': 1964.2, 'quantity': 1, 'tradetime': '07.03.2023 17:25:02'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 1, 'tradetime': '07.03.2023 17:25:04'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 1, 'tradetime': '07.03.2023 17:25:10'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 10, 'tradetime': '07.03.2023 17:25:12'}
{'seccode': 'YNDX', 'price': 1964.4, 'quantity': 8, 'tradetime': '07.03.2023 17:25:22'}
{'seccode': 'YNDX', 'price': 1964.2, 'quantity': 1, 'tradetime': '07.03.2023 17:25:33'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 2, 'tradetime': '07.03.2023 17:25:33'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 2, 'tradetime': '07.03.2023 17:25:33'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 1, 'tradetime': '07.03.2023 17:25:36'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 1, 'tradetime': '07.03.2023 17:25:44'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 6, 'tradetime': '07.03.2023 17:25:49'}
{'seccode': 'YNDX', 'price': 1964.6, 'quantity': 1, 'tradetime': '07.03.2023 17:25:59'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:26:27'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:26:36'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 2, 'tradetime': '07.03.2023 17:26:54'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 5, 'tradetime': '07.03.2023 17:26:56'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:26:59'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 4, 'tradetime': '07.03.2023 17:27:03'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 103, 'tradetime': '07.03.2023 17:27:06'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 1, 'tradetime': '07.03.2023 17:27:18'}
{'seccode': 'YNDX', 'price': 1964.6, 'quantity': 4, 'tradetime': '07.03.2023 17:27:30'}
{'seccode': 'YNDX', 'price': 1964.6, 'quantity': 25, 'tradetime': '07.03.2023 17:27:46'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 1, 'tradetime': '07.03.2023 17:28:08'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 1, 'tradetime': '07.03.2023 17:28:13'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 1, 'tradetime': '07.03.2023 17:28:57'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 1, 'tradetime': '07.03.2023 17:29:56'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 1, 'tradetime': '07.03.2023 17:30:00'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 1, 'tradetime': '07.03.2023 17:32:10'}
{'seccode': 'YNDX', 'price': 1964.6, 'quantity': 1, 'tradetime': '07.03.2023 17:32:13'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 3, 'tradetime': '07.03.2023 17:32:39'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 3, 'tradetime': '07.03.2023 17:32:51'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 1, 'tradetime': '07.03.2023 17:32:57'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 1, 'tradetime': '07.03.2023 17:33:33'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 1, 'tradetime': '07.03.2023 17:33:51'}
{'seccode': 'YNDX', 'price': 1964.4, 'quantity': 29, 'tradetime': '07.03.2023 17:33:52'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 10, 'tradetime': '07.03.2023 17:35:30'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 1, 'tradetime': '07.03.2023 17:35:39'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 18, 'tradetime': '07.03.2023 17:35:40'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 30, 'tradetime': '07.03.2023 17:35:42'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 2, 'tradetime': '07.03.2023 17:35:44'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 2, 'tradetime': '07.03.2023 17:35:44'}
{'seccode': 'YNDX', 'price': 1964.8, 'quantity': 2, 'tradetime': '07.03.2023 17:35:46'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 7, 'tradetime': '07.03.2023 17:35:50'}
{'seccode': 'YNDX', 'price': 1965.0, 'quantity': 7, 'tradetime': '07.03.2023 17:36:00'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 90, 'tradetime': '06.03.2023 13:30:10'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 20, 'tradetime': '06.03.2023 13:30:14'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 361, 'tradetime': '06.03.2023 13:30:18'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:30:22'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 3, 'tradetime': '06.03.2023 13:30:32'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:30:37'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:30:44'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 20, 'tradetime': '06.03.2023 13:30:44'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:30:58'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 10, 'tradetime': '06.03.2023 13:31:00'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:31:08'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:31:23'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 36, 'tradetime': '06.03.2023 13:31:25'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:31:25'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 20, 'tradetime': '06.03.2023 13:31:26'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:31:31'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 10, 'tradetime': '06.03.2023 13:31:32'}
{'seccode': 'YNDX', 'price': 1971.2, 'quantity': 3, 'tradetime': '06.03.2023 13:31:44'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 11, 'tradetime': '06.03.2023 13:31:45'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 25, 'tradetime': '06.03.2023 13:31:51'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 3, 'tradetime': '06.03.2023 13:32:04'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 17, 'tradetime': '06.03.2023 13:32:06'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:32:10'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 70, 'tradetime': '06.03.2023 13:32:12'}
{'seccode': 'YNDX', 'price': 1971.6, 'quantity': 20, 'tradetime': '06.03.2023 13:32:14'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:32:15'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:32:17'}
{'seccode': 'YNDX', 'price': 1971.8, 'quantity': 1, 'tradetime': '06.03.2023 13:32:20'}
